Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
RESN,Resonant Inc.,2.92,86353939.64,,2014.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/resn,
RECN,"Resources Connection, Inc.",13.94,445664769.22,,2000.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/recn,
HAIR,"Restoration Robotics, Inc.",0.4179,17074145.3148,,2017.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hair,
TORC,"resTORbio, Inc.",7.28,263693684.8,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/torc,
ROIC,Retail Opportunity Investments Corp.,18.435,2107264090.215,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/roic,
RETO,"ReTo Eco-Solutions, Inc.",1.07,24353200.0,,2017.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/reto,
RTRX,"Retrophin, Inc.",11.18,480227408.18,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rtrx,
RVNC,"Revance Therapeutics, Inc.",12.18,537168839.76,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rvnc,
RVEN,"Reven Housing REIT, Inc.",5.1,56297558.7,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rven,
RWLK,ReWalk Robotics Ltd.,2.82,20555290.2,,2014.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/rwlk,
REXN,"Rexahn Pharmaceuticals, Inc.",1.81,7274645.21,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rexn,
RFIL,"RF Industries, Ltd.",6.64,62365210.64,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/rfil,
RGCO,RGC Resources Inc.,28.56,230338913.28,,,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/rgco,
RBKB,"Rhinebeck Bancorp, Inc.",10.67,118792204.3,,2019.0,Finance,Banks,https://old.nasdaq.com/symbol/rbkb,
RYTM,"Rhythm Pharmaceuticals, Inc.",20.87,720328926.54,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rytm,
RBBN,Ribbon Communications Inc. ,5.425,596795591.7,,,Technology,EDP Services,https://old.nasdaq.com/symbol/rbbn,
RIBT,RiceBran Technologies,2.61,89383923.54,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ribt,
RELL,"Richardson Electronics, Ltd.",5.77,75738583.67,,1983.0,Technology,Electronic Components,https://old.nasdaq.com/symbol/rell,
RMBI,"Richmond Mutual Bancorporation, Inc.",13.83,187073223.75,,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/rmbi,
RIGL,"Rigel Pharmaceuticals, Inc.",1.66,278231013.04,,2000.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rigl,
RNET,"RigNet, Inc.",6.99,139581793.17,,2010.0,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/rnet,
RMNI,"Rimini Street, Inc.",4.1,272785300.0,,2015.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rmni,
RIOT,"Riot Blockchain, Inc",1.8,42400674.0,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/riot,
REDU,RISE Education Cayman Ltd,7.69,180000245.26,23407054.0,2017.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/redu,
RTTR,"Ritter Pharmaceuticals, Inc.",0.306,2884646.7,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rttr,
RVSB,Riverview Bancorp Inc,7.28,165411682.8,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/rvsb,
RIVE,Riverview Financial Corporation,11.3012,103606011.24,,,Finance,Major Banks,https://old.nasdaq.com/symbol/rive,
RCKT,"Rocket Pharmaceuticals, Inc.",11.77,592601079.95,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rckt,
RMTI,"Rockwell Medical, Inc.",2.51,160199705.84,,1998.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/rmti,
RCKY,"Rocky Brands, Inc.",32.39,239581347.91,,1993.0,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/rcky,
RMCF,"Rocky Mountain Chocolate Factory, Inc.",9.4,56078773.8,,,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/rmcf,
ROKU,"Roku, Inc.",121.6,14134063641.6,,2017.0,Consumer Services,Television Services,https://old.nasdaq.com/symbol/roku,
ROSE,Rosehill Resources Inc.,1.47,65060247.84,,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rose,
ROSEU,Rosehill Resources Inc.,1.85,0.0,,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/roseu,
ROSEW,Rosehill Resources Inc.,0.18,0.0,,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rosew,
ROST,"Ross Stores, Inc.",112.46,40680203033.2,,1985.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/rost,
RGLD,"Royal Gold, Inc.",123.8,8116301630.6,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/rgld,
RTIX,"RTI Surgical Holdings, Inc.",2.68,198046546.2,,2000.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/rtix,
RBCN,"Rubicon Technology, Inc.",8.8,23561674.4,,2007.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/rbcn,
RUBY,"Rubius Therapeutics, Inc.",8.54,680222597.32,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ruby,
RUHN,Ruhnn Holding Limited,5.92,59200000.0,10000000.0,2019.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/ruhn,
RMBL,"RumbleOn, Inc.",2.71,62794548.2,,,Technology,EDP Services,https://old.nasdaq.com/symbol/rmbl,
RUSHA,"Rush Enterprises, Inc.",37.84,1374927260.08,,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/rusha,
RUSHB,"Rush Enterprises, Inc.",39.43,1432700366.41,,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/rushb,
RUTH,"Ruth&#39;s Hospitality Group, Inc.",19.66,592327253.68,,2005.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/ruth,
RYAAY,Ryanair Holdings plc,73.58,7418760671.66,100825777.0,1997.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ryaay,
STBA,"S&T Bancorp, Inc.",35.99,1239381943.58,,,Finance,Major Banks,https://old.nasdaq.com/symbol/stba,
SANW,S&W Seed Company,2.34,77883846.3,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/sanw,
SBRA,"Sabra Health Care REIT, Inc.",22.74,4309571645.76,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sbra,
SABR,Sabre Corporation,21.46,5873096831.6,,2014.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/sabr,
SAEX,"SAExploration Holdings, Inc.",1.67,7165463.99,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/saex,
SFET,Safe-T Group Ltd.,0.6616,775256.2640000001,1171790.0,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sfet,
SAFT,"Safety Insurance Group, Inc.",98.32,1512534626.08,,2002.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/saft,
SGA,"Saga Communications, Inc.",30.9,183726085.2,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/sga,
SAGE,"Sage Therapeutics, Inc.",140.55,7260390366.15,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sage,
SAIA,"Saia, Inc.",95.56,2475545251.84,,,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/saia,
SLRX,"Salarius Pharmaceuticals, Inc.",4.9,18361216.3,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/slrx,
SALM,"Salem Media Group, Inc.",1.46,38860376.16,,1999.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/salm,
SAL,"Salisbury Bancorp, Inc.",38.5,108716762.0,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/sal,
SAFM,"Sanderson Farms, Inc.",149.83,3319145184.03,,1987.0,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/safm,
SASR,"Sandy Spring Bancorp, Inc.",33.22,1192408778.88,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sasr,
SGMO,"Sangamo Therapeutics, Inc.",8.2,948535631.4,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sgmo,
SANM,Sanmina Corporation,30.43,2117875477.82,,1993.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/sanm,
GCVRZ,Sanofi,0.5798,0.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/gcvrz,
SNY,Sanofi,44.95,9457267206.7,210395266.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sny,
SPNS,Sapiens International Corporation N.V.,19.8,991022234.4,,1992.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/spns,
SRPT,"Sarepta Therapeutics, Inc.",83.48,6205938011.16,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/srpt,
STSA,"Satsuma Pharmaceuticals, Inc.",9.73,161569140.88,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/stsa,
SVRA,"Savara, Inc.",0.8983,37007836.4188,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/svra,
SBFG,"SB Financial Group, Inc.",16.4,106793011.6,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sbfg,
SBFGP,"SB Financial Group, Inc.",16.5,247417.5,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sbfgp,
SBBX,SB One Bancorp,22.21,210031707.88,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sbbx,
SBAC,SBA Communications Corporation,241.47,27311600539.08,,1999.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sbac,
SCSC,"ScanSource, Inc.",29.2,737040558.0,,,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/scsc,
SMIT,"Schmitt Industries, Inc.",3.1,12501921.8,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/smit,
SCHN,"Schnitzer Steel Industries, Inc.",20.5,548960808.0,,1993.0,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/schn,
SRRK,Scholar Rock Holding Corporation,9.4,278995102.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/srrk,
SCHL,Scholastic Corporation,36.55,1268595090.2,,1992.0,Consumer Services,Books,https://old.nasdaq.com/symbol/schl,
SAMA,Schultze Special Purpose Acquisition Corp.,10.04,163150000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/sama,
SAMAU,Schultze Special Purpose Acquisition Corp.,10.4,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/samau,
SAMAW,Schultze Special Purpose Acquisition Corp.,0.32,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/samaw,
SGMS,Scientific Games Corp,22.345,2081282457.775,,,Technology,EDP Services,https://old.nasdaq.com/symbol/sgms,
SCPL,SciPlay Corporation,9.63,1215951412.23,,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/scpl,
SCPH,scPharmaceuticals Inc.,5.93,110184914.9,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/scph,
WORX,SCWorx Corp.,2.21,14551037.8,,2016.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/worx,
SCYX,"SCYNEXIS, Inc.",1.04,57936541.52,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/scyx,
SEAC,"SeaChange International, Inc.",2.78,101979421.1,,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/seac,
SBCF,Seacoast Banking Corporation of Florida,24.7,1271077239.9,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sbcf,
STX,Seagate Technology PLC,53.81,14213633625.16,,2002.0,Technology,Electronic Components,https://old.nasdaq.com/symbol/stx,
SHIP,Seanergy Maritime Holdings Corp,0.5451,13985913.6069,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ship,
SHIPW,Seanergy Maritime Holdings Corp,0.0095,0.0,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/shipw,
SHIPZ,Seanergy Maritime Holdings Corp,0.2,1204705.8,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/shipz,
SHOS,"Sears Hometown and Outlet Stores, Inc.",3.62,82181717.84,,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/shos,
SPNE,SeaSpine Holdings Corporation,10.71,204079124.97,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/spne,
SGEN,"Seattle Genetics, Inc.",82.6,13358086950.6,,2001.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sgen,
EYES,"Second Sight Medical Products, Inc.",0.809,100790335.30700001,,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/eyes,
EYESW,"Second Sight Medical Products, Inc.",0.2,0.0,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/eyesw,
SECO,Secoo Holding Limited,5.84,86103313.12,14743718.0,2017.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/seco,
SCWX,SecureWorks Corp.,12.62,1024773846.3,,2016.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/scwx,
SNFCA,Security National Financial Corporation,5.02,88258959.32,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/snfca,
SEEL,"Seelos Therapeutics, Inc.",0.8751,23583861.8655,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/seel,
SEIC,SEI Investments Company,59.16,8934568126.32,,1981.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/seic,
SLCT,"Select Bancorp, Inc.",11.26,211068328.42,,,Finance,Major Banks,https://old.nasdaq.com/symbol/slct,
SIC,"Select Interior Concepts, Inc.",11.395,285298153.325,,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sic,
SELB,"Selecta Biosciences, Inc.",1.46,70286042.5,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/selb,
SIGI,"Selective Insurance Group, Inc.",74.62,4430191116.26,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/sigi,
SLS,"SELLAS Life Sciences Group, Inc. ",0.13,29450812.56,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sls,
LEDS,SemiLEDS Corporation,2.5,8972537.5,,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/leds,
SMTC,Semtech Corporation,49.95,3323195228.25,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/smtc,
SENEA,Seneca Foods Corp.,32.51,302142510.83,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/senea,
SENEB,Seneca Foods Corp.,32.29,300097867.57,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/seneb,
SNES,"SenesTech, Inc.",0.8412,23795319.6612,,2016.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/snes,
SNH,Senior Housing Properties Trust,9.195,2185999521.555,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/snh,
SNHNI,Senior Housing Properties Trust,24.5,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/snhni,
SNHNL,Senior Housing Properties Trust,25.66,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/snhnl,
AIHS,Senmiao Technology Limited,0.3042,8434436.5872,,2018.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/aihs,
SRTS,"Sensus Healthcare, Inc.",5.67,93538160.1,,2016.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/srts,
SRTSW,"Sensus Healthcare, Inc.",0.32299999999999995,0.0,,2016.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/srtsw,
STNL,Sentinel Energy Services Inc.,10.3,444187500.0,,2017.0,Finance,Business Services,https://old.nasdaq.com/symbol/stnl,
STNLU,Sentinel Energy Services Inc.,10.36,0.0,,2017.0,Finance,Business Services,https://old.nasdaq.com/symbol/stnlu,
STNLW,Sentinel Energy Services Inc.,0.42,0.0,,2017.0,Finance,Business Services,https://old.nasdaq.com/symbol/stnlw,
SQBG,"Sequential Brands Group, Inc.",0.29,18967417.52,,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/sqbg,
MCRB,"Seres Therapeutics, Inc.",3.08,215333302.8,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mcrb,
SVC,Service Properties Trust,25.23,4149060784.08,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/svc,
SREV,"ServiceSource International, Inc.",0.9612,90431984.6172,,2011.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/srev,
SFBS,"ServisFirst Bancshares, Inc.",33.13,1773663648.66,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/sfbs,
SESN,"Sesen Bio, Inc.",1.13,114430462.48,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sesn,
SVBI,Severn Bancorp Inc,8.19,104648028.03,,,Finance,Major Banks,https://old.nasdaq.com/symbol/svbi,
SGBX,"SG Blocks, Inc.",0.44,2643428.04,,2017.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/sgbx,
SGOC,"SGOCO Group, Ltd",0.97,77625847.59,,2010.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/sgoc,
SMED,Sharps Compliance Corp.,4.3,69391305.9,,,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/smed,
SHSP,"SharpSpring, Inc.",9.19,100594530.34,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shsp,
SHEN,Shenandoah Telecommunications Co,31.14,1552544301.96,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/shen,
PIXY,"ShiftPixy, Inc.",0.45,16290948.15,,2017.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/pixy,
SHLO,"Shiloh Industries, Inc.",4.07,96830184.0,,1993.0,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/shlo,
SCCI,"Shimmick Construction Company, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/scci,
TYHT,"Shineco, Inc.",0.53,12122039.16,,2016.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/tyht,
SWAV,"ShockWave Medical, Inc.",30.65,859023350.95,,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/swav,
SCVL,"Shoe Carnival, Inc.",32.11,471112782.4,,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/scvl,
SHBI,Shore Bancshares Inc,15.49,197947825.28,,,Finance,Major Banks,https://old.nasdaq.com/symbol/shbi,
SSTI,"ShotSpotter, Inc.",20.35,233560307.75,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ssti,
SIBN,"SI-BONE, Inc.",16.92,419635830.24,,2018.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sibn,
SIEB,Siebert Financial Corp.,9.52,258536429.76,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sieb,
SNNA,"Sienna Biopharmaceuticals, Inc.",0.25,7726885.5,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/snna,
SIEN,"Sientra, Inc.",6.2,305608199.0,,2014.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/sien,
BSRR,Sierra Bancorp,26.34,404010031.8,,,Finance,Major Banks,https://old.nasdaq.com/symbol/bsrr,
SRRA,"Sierra Oncology, Inc.",0.311,23228056.013,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/srra,
SWIR,"Sierra Wireless, Inc.",10.68,386499588.0,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/swir,
SIFY,Sify Technologies Limited,1.4149,36378260.4415,25710835.0,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/sify,
SIGA,SIGA Technologies Inc.,5.51,446566347.24,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/siga,
SGLB,"Sigma Labs, Inc.",0.67,9254435.3,,,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/sglb,
SGLBW,"Sigma Labs, Inc.",0.25,0.0,,,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/sglbw,
SGMA,"SigmaTron International, Inc.",4.08,17309432.64,,1994.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/sgma,
SBNY,Signature Bank,117.48,6430090875.12,,2004.0,Finance,Major Banks,https://old.nasdaq.com/symbol/sbny,
SLGN,Silgan Holdings Inc.,30.01,3336387138.46,,1997.0,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/slgn,
SILC,Silicom Ltd,31.78,240262011.92,,,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/silc,
SLAB,"Silicon Laboratories, Inc.",110.19,4776060704.73,,2000.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/slab,
SIMO,Silicon Motion Technology Corporation,38.05,1386825282.25,36447445.0,2005.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/simo,
SILK,"Silk Road Medical, Inc.",31.15,958220195.45,,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/silk,
SSPK,Silver Spike Acquisition Corp.,9.86,246500000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/sspk,
SSPKU,Silver Spike Acquisition Corp.,10.12,253000000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/sspku,
SSPKW,Silver Spike Acquisition Corp.,0.68,13260000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/sspkw,
SAMG,Silvercrest Asset Management Group Inc.,12.91,182279801.52,,2013.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/samg,
SSNT,"SilverSun Technologies, Inc.",3.6,16202718.0,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ssnt,
SFNC,Simmons First National Corporation,23.64,2283870186.96,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sfnc,
SLP,"Simulations Plus, Inc.",33.88,593966779.56,,,Technology,EDP Services,https://old.nasdaq.com/symbol/slp,
SINA,Sina Corporation,40.88,2835769563.2,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sina,
SBGI,"Sinclair Broadcast Group, Inc.",41.045,3779867665.855,,1995.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/sbgi,
SINO,"Sino-Global Shipping America, Ltd.",0.6987,11639669.1519,,,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/sino,
SVA,"Sinovac Biotech, Ltd.",6.47,460249920.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sva,
SINT,"SiNtx Technologies, Inc.",2.22,4346604.6,,2014.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sint,
SG,"Sirius International Insurance Group, Ltd.",7.7,887786268.6,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/sg,
SIRI,Sirius XM Holdings Inc.,6.31,28078338265.9,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/siri,
SRVA,"SIRVA, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/srva,
SITO,"SITO Mobile, Ltd.",0.74,18974940.88,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/sito,
SKYS,"Sky Solar Holdings, Ltd.",0.55,9068579.85,16488327.0,2014.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/skys,
SKYW,"SkyWest, Inc.",55.68,2835157503.36,,1986.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/skyw,
SWKS,"Skyworks Solutions, Inc.",85.4,14663447643.6,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/swks,
SNBR,Sleep Number Corporation,45.99,1348564770.0,,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/snbr,
SLM,SLM Corporation,8.54,3643121214.6,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/slm,
SLMBP,SLM Corporation,55.87,223480000.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/slmbp,
SGH,"SMART Global Holdings, Inc.",27.53,645962433.38,,2017.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/sgh,
SND,"Smart Sand, Inc.",2.62,108255483.94,,2016.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/snd,
SMBK,"SmartFinancial, Inc.",20.63,287854701.67,,,Finance,Major Banks,https://old.nasdaq.com/symbol/smbk,
SDC,"SmileDirectClub, Inc.",11.13,4283524644.63,,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sdc,
SMSI,"Smith Micro Software, Inc.",5.7,210622176.3,,1995.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smsi,
SMTX,SMTC Corporation,2.25,63043398.0,,2000.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/smtx,
SCKT,"Socket Mobile, Inc.",2.28,13679208.84,,,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/sckt,
GIGE,SoFi Gig Economy ETF,18.03,7212000.0,,,,,https://old.nasdaq.com/symbol/gige,
SOHU,Sohu.com Limited ,10.59,418654872.42,39533038.0,,Technology,EDP Services,https://old.nasdaq.com/symbol/sohu,
SLRC,Solar Capital Ltd.,20.18,852823468.68,,2010.0,,,https://old.nasdaq.com/symbol/slrc,
SUNS,Solar Senior Capital Ltd.,17.21,276120630.37,,,,,https://old.nasdaq.com/symbol/suns,
SEDG,"SolarEdge Technologies, Inc.",88.95,4267024808.55,,2015.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/sedg,
SLNO,"Soleno Therapeutics, Inc.",1.615,51346166.58,,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/slno,
SLNOW,"Soleno Therapeutics, Inc.",0.021,0.0,,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/slnow,
SLGL,Sol-Gel Technologies Ltd.,7.8495,160031430.066,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/slgl,
SLDB,Solid Biosciences Inc.,10.4,478413821.6,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sldb,
